STDZD_PROP_CITY,state,minlat,maxlat,minlon,maxlon
REMLAP,AL,33.765238,33.88288,-86.67792,-86.52482
REPTON,AL,31.318784,31.5184,-87.359356,-87.085198
RIVERSIDE,AL,33.589939,33.656048,-86.240158,-86.167755
ROANOKE,AL,33.055882,33.295678,-85.500588,-85.236402
ROBERTSDALE,AL,30.496217,30.718813,-87.734368,-87.410187
ROCKFORD,AL,32.8457,32.9057,-86.4471,-86.110697
ROGERSVILLE,AL,34.755775,34.920269,-87.428535,-87.206111
RUSSELLVILLE,AL,34.362964,34.644222,-88.007332,-87.4902
RUTLEDGE,AL,31.6379,31.77663,-86.454227,-86.309108
RYLAND,AL,34.7697,34.7697,-86.4796,-86.4796
SAFFORD,AL,32.246755,32.335005,-87.492355,-87.32131
SAINT STEPHENS,AL,31.491293,31.56,-88.0836,-88.002
SALEM,AL,32.447418,32.690244,-85.325504,-85.09595
SAMSON,AL,30.993599,31.271593,-86.1909,-85.937779
SARALAND,AL,30.791284,30.9386,-88.157711,-88.042496
SARDIS,AL,32.143263,32.294407,-87.140948,-86.897017
SATSUMA,AL,30.833527,30.878714,-88.087693,-88.028557
SAWYERVILLE,AL,32.697402,32.828335,-87.797107,-87.641179
SAYRE,AL,33.7122,33.7122,-86.9744,-86.9744
SCOTTSBORO,AL,34.458536,34.931621,-86.25212,-85.948871
SEALE,AL,32.240685,32.421132,-85.285057,-85.037209
SECTION,AL,34.47623,34.619234,-86.075012,-85.91373
SELMA,AL,32.233069,32.596265,-87.158741,-86.793379
SEMINOLE,AL,30.482712,30.53397,-87.530781,-87.438499
SEMMES,AL,30.712404,30.851362,-88.326571,-88.220779
SHANNON,AL,33.4052,33.4052,-86.8719,-86.8719
SHEFFIELD,AL,34.731253,34.779473,-87.738828,-87.667107
SHELBY,AL,33.019466,33.141899,-86.628553,-86.46434
SHORTER,AL,32.333732,32.438084,-86.004006,-85.819491
SHORTERVILLE,AL,31.4095,31.617014,-85.188048,-85.0582
SILAS,AL,31.699283,31.821,-88.461108,-88.191819
SILVERHILL,AL,30.4798,30.56769,-87.809801,-87.721947
SIPSEY,AL,33.823999,33.823999,-87.085186,-87.085186
SKIPPERVILLE,AL,31.514051,31.659006,-85.572362,-85.474345
SLOCOMB,AL,30.9976,31.208342,-85.6374,-85.408417
SMITHS STATION,AL,32.494326,32.626981,-85.155031,-85.023429
SOMERVILLE,AL,34.375542,34.546146,-86.891873,-86.5993
SPANISH FORT,AL,30.659649,30.745255,-87.999044,-87.794542
SPRINGVILLE,AL,33.688076,33.877081,-86.569878,-86.316942
SPRUCE PINE,AL,34.371838,34.4507,-87.934547,-87.726798
STANTON,AL,32.683384,32.737152,-86.9398,-86.86504
STAPLETON,AL,30.720631,30.763657,-87.824627,-87.734856
STEELE,AL,33.862452,33.975646,-86.347222,-86.165252
STERRETT,AL,33.335629,33.501282,-86.657896,-86.446671
STEVENSON,AL,34.75577,34.98494,-86.029516,-85.748544
STOCKTON,AL,30.95861,31.211693,-87.895985,-87.736544
SULLIGENT,AL,33.666534,34.046474,-88.253437,-87.99133
SUMITON,AL,33.729317,33.782253,-87.069214,-87.02002
SUMMERDALE,AL,30.428791,30.525566,-87.808861,-87.583532
SWEET WATER,AL,31.991055,32.27944,-88.040691,-87.78231
SYCAMORE,AL,33.2511,33.2511,-86.2025,-86.2025
SYLACAUGA,AL,32.9889,33.276048,-86.499118,-86.174
SYLVANIA,AL,34.521359,34.590853,-85.850382,-85.759231
TALLADEGA,AL,33.184367,33.567651,-86.299522,-85.877385
TALLASSEE,AL,32.446059,32.70277,-86.078521,-85.792252
TANNER,AL,34.6366,34.741241,-87.032847,-86.879558
THEODORE,AL,30.403774,30.60288,-88.308266,-88.097755
THOMASTON,AL,32.124361,32.314146,-87.666634,-87.539878
THOMASVILLE,AL,31.798325,32.0955,-88.040743,-87.638019
THORSBY,AL,32.835109,32.955627,-86.808739,-86.687057
TIBBIE,AL,31.3479,31.3745,-88.2583,-88.2214
TITUS,AL,32.634097,32.766632,-86.359388,-86.203047
TONEY,AL,34.825031,34.985111,-86.833273,-86.59198
TOWN CREEK,AL,34.477798,34.792278,-87.514406,-87.3214
TOWNLEY,AL,33.700496,33.86459,-87.518173,-87.348976
TOXEY,AL,31.873126,32.0696,-88.322225,-88.14577
TRAFFORD,AL,33.794979,33.90133,-86.753632,-86.628324
TRENTON,AL,34.72994,34.762395,-86.288946,-86.184371
TRINITY,AL,34.515923,34.634174,-87.208214,-87.0636
TROY,AL,31.548981,31.9866,-86.1124,-85.7929
TRUSSVILLE,AL,33.54583,33.746273,-86.637497,-86.502655
TUSCALOOSA,AL,33.046525,33.426459,-87.694134,-87.414647
TUSCUMBIA,AL,34.569794,34.744571,-87.924724,-87.587863
TUSKEGEE,AL,32.240866,32.503776,-85.863564,-85.5446
TUSKEGEE INSTITUTE,AL,32.394478,32.4357,-85.727637,-85.7065
TYLER,AL,32.159202,32.352734,-86.912369,-86.724297
UNION GROVE,AL,34.370041,34.509032,-86.622437,-86.42572
UNION SPRINGS,AL,31.985754,32.3543,-85.892767,-85.466184
UNIONTOWN,AL,32.3649,32.4522,-87.58519,-87.4888
URIAH,AL,31.240065,31.403156,-87.730996,-87.466761
VALHERMOSO SPRINGS,AL,34.5066,34.583919,-86.724109,-86.660501
VALLEY,AL,32.667027,32.853367,-85.278477,-85.116964
VALLEY HEAD,AL,34.517258,34.714281,-85.730927,-85.547333
VANCE,AL,33.134919,33.307565,-87.311729,-87.124283
VANDIVER,AL,33.463757,33.493243,-86.547089,-86.459229
VERBENA,AL,32.650219,32.828351,-86.639868,-86.413332
VERNON,AL,33.669845,33.833359,-88.208642,-87.950339
VINA,AL,34.216949,34.472692,-88.174059,-87.981314
VINCENT,AL,33.34584,33.484184,-86.477446,-86.314606
VINEGAR BEND,AL,31.222597,31.2716,-88.4018,-88.365883
VINEMONT,AL,34.207241,34.32336,-87.111491,-86.749374
VREDENBURGH,AL,31.781123,31.825398,-87.415465,-87.305381
WADLEY,AL,33.004141,33.213184,-85.745718,-85.441856
WAGARVILLE,AL,31.3281,31.479024,-88.134,-87.994
WALNUT GROVE,AL,34.0655,34.0655,-86.3063,-86.3063
WARD,AL,32.212325,32.3588,-88.2571,-88.085945
WARRIOR,AL,33.7283,33.906979,-86.9639,-86.70118
WATERLOO,AL,34.879745,35.006142,-88.151655,-87.861256
WATSON,AL,33.6867,33.6867,-86.7769,-86.7769
WAVERLY,AL,32.632298,32.839687,-85.635965,-85.437293
WEAVER,AL,33.741563,33.782165,-85.85247,-85.790283
WEBB,AL,31.201785,31.300994,-85.318561,-85.202616
WEDOWEE,AL,33.190161,33.468195,-85.610049,-85.401146
WELLINGTON,AL,33.791714,33.949665,-85.935716,-85.831998
WEOGUFKA,AL,32.9545,32.9545,-86.3704,-86.3698
WEST BLOCTON,AL,33.014449,33.240424,-87.259148,-87.025522
WETUMPKA,AL,32.431443,32.737559,-86.330368,-86.058174
WHATLEY,AL,31.551274,31.6669,-87.737685,-87.578742
WILMER,AL,30.636887,30.955125,-88.416267,-88.25222
WILSONVILLE,AL,33.178917,33.336887,-86.582066,-86.436974
WINFIELD,AL,33.822489,34.021113,-87.926673,-87.675713
WING,AL,30.99835,31.2238,-86.823064,-86.5119
WOODLAND,AL,33.279429,33.471968,-85.516327,-85.272842
WOODSTOCK,AL,33.134073,33.238743,-87.206535,-87.125153
WOODVILLE,AL,34.50664,34.789525,-86.337078,-86.121483
YORK,AL,32.353793,32.557781,-88.3292,-88.169021
APO,AP,37.7749,37.7749,-122.4194,-122.4194
FPO,AP,37.7749,37.7749,-122.4194,-122.4194
ADONA,AR,35.025738,35.110288,-92.906201,-92.824003
ALEXANDER,AR,34.562337,34.737425,-92.658843,-92.405749
ALICIA,AR,35.890072,36.007608,-91.127448,-90.9807
ALIX,AR,35.4103,35.4103,-93.723,-93.723
ALLEENE,AR,33.6681,33.6681,-94.1454,-94.1454
ALMA,AR,35.375633,35.575178,-94.272806,-94.117352
ALMYRA,AR,34.29786,34.490654,-91.479136,-91.320038
ALPENA,AR,36.194225,36.379457,-93.419763,-93.230001
ALTHEIMER,AR,34.168931,34.427597,-91.899354,-91.609444
ALTUS,AR,35.421117,35.498593,-93.78695,-93.707516
AMAGON,AR,35.499317,35.602103,-91.109356,-91.040857
AMITY,AR,34.173743,34.339221,-93.57943,-93.253526
ANTOINE,AR,34.0336,34.034659,-93.4235,-93.422351
ARKADELPHIA,AR,33.8696,34.237538,-93.273927,-92.88868
ASH FLAT,AR,36.130367,36.2704,-91.718,-91.5569
ASHDOWN,AR,33.577084,33.791244,-94.32885,-93.906244
ATKINS,AR,35.165951,35.448209,-93.050933,-92.809121
AUGUSTA,AR,35.1765,35.343449,-91.392,-91.279997
AUSTIN,AR,34.913483,35.073132,-92.119843,-91.838425
AVOCA,AR,36.4019,36.4019,-94.0705,-94.0705
BALD KNOB,AR,35.208812,35.453952,-91.644578,-91.391651
BANKS,AR,33.4306,33.695184,-92.32087,-92.179456
BARLING,AR,35.321888,35.344839,-94.323242,-94.29639
BARTON,AR,34.5978,34.5978,-90.7968,-90.7968
BATESVILLE,AR,35.645643,35.941584,-91.859659,-91.463297
BAUXITE,AR,34.453948,34.563713,-92.56127,-92.401307
BAY,AR,35.704797,35.793442,-90.661384,-90.503457
BEARDEN,AR,33.6754,33.803903,-92.753045,-92.55529
BEE BRANCH,AR,35.385938,35.524105,-92.492928,-92.276978
BEEBE,AR,35.03415,35.205258,-92.051189,-91.775726
BEECH GROVE,AR,36.069156,36.187988,-90.804165,-90.603559
BELLA VISTA,AR,36.415817,36.499123,-94.374886,-94.1636
BELLEVILLE,AR,35.0881,35.1391,-93.4844,-93.4365
BENTON,AR,34.4299,34.7619,-92.845485,-92.502427
BENTONVILLE,AR,36.221658,36.471656,-94.364554,-94.135422
BERGMAN,AR,36.3161,36.3161,-93.0075,-93.0075
BERRYVILLE,AR,36.087838,36.498954,-93.671989,-93.436108
BEXAR,AR,36.273188,36.313679,-92.073253,-91.980471
BIG FLAT,AR,35.971733,36.0177,-92.414972,-92.3546
BIGELOW,AR,34.8796,35.090323,-92.715019,-92.543571
BIGGERS,AR,36.261421,36.3908,-90.857773,-90.7283
BISCOE,AR,34.8253,34.851272,-91.5163,-91.376272
BISMARCK,AR,34.236371,34.350021,-93.315807,-93.033361
BLACK OAK,AR,35.788322,35.85375,-90.404648,-90.290933
BLACK ROCK,AR,36.085323,36.155814,-91.279831,-91.094908
BLEVINS,AR,33.848455,33.905629,-93.588769,-93.459379
BLUE MOUNTAIN,AR,35.130347,35.130347,-93.710773,-93.710773
BLUFF CITY,AR,33.663491,33.6922,-93.299433,-93.1632
BLUFFTON,AR,34.8728,34.8999,-93.6052,-93.5954
BLYTHEVILLE,AR,35.8095,35.997946,-90.057121,-89.725754
BOLES,AR,34.7905,34.7923,-94.0529,-94.0377
BONNERDALE,AR,34.340809,34.463375,-93.532341,-93.277883
BONO,AR,35.845268,36.0695,-90.887836,-90.695925
BOONEVILLE,AR,35.020734,35.22826,-94.157584,-93.721561
BRADFORD,AR,35.382675,35.570089,-91.640139,-91.370349
BRADLEY,AR,33.0195,33.1572,-93.8142,-93.6203
BRANCH,AR,35.249167,35.348179,-93.971346,-93.867825
BRICKEYS,AR,34.802784,34.884284,-90.58924,-90.498154
BRIGGSVILLE,AR,34.9102,34.9102,-93.5112,-93.5112
BRINKLEY,AR,34.71058,34.9837,-91.2609,-91.10128
BROCKWELL,AR,36.1399,36.1537,-91.959,-91.9322
BROOKLAND,AR,35.860909,35.96532,-90.618699,-90.451884
BRYANT,AR,34.58113,34.647316,-92.533024,-92.449097
BUCKNER,AR,33.277215,33.44271,-93.4798,-93.390678
BULL SHOALS,AR,36.346397,36.394541,-92.6196,-92.564142
CABOT,AR,34.663502,35.042815,-92.172699,-91.947746
CADDO GAP,AR,34.343163,34.452915,-93.865508,-93.582612
CALICO ROCK,AR,36.0639,36.269125,-92.341891,-92.075718
CALION,AR,33.330543,33.330543,-92.542487,-92.542487
CAMDEN,AR,33.420684,33.777481,-93.031438,-92.696632
CAMP,AR,36.334521,36.43825,-91.763128,-91.678608
CANEHILL,AR,35.758634,35.913689,-94.495162,-94.385665
CARAWAY,AR,35.700648,35.808849,-90.3657,-90.286827
CARLISLE,AR,34.544111,34.949758,-91.836849,-91.65131
CARTHAGE,AR,33.921709,34.1438,-92.6931,-92.407821
CASA,AR,35.008862,35.112168,-93.071992,-92.9551
CASH,AR,35.707378,35.8591,-91.035751,-90.900447
CASSCOE,AR,34.475422,34.538887,-91.341367,-91.255234
CAVE CITY,AR,35.859342,36.019833,-91.653392,-91.399549
CAVE SPRINGS,AR,36.242065,36.30326,-94.243385,-94.197914
CECIL,AR,35.394819,35.4592,-93.98322,-93.895548
CEDARVILLE,AR,35.554257,35.640279,-94.419716,-94.321999
CENTER RIDGE,AR,35.305697,35.451942,-92.662828,-92.481277
CENTERTON,AR,36.350773,36.395439,-94.331816,-94.253704
CHARLESTON,AR,35.216915,35.418984,-94.162399,-93.9228
CHARLOTTE,AR,35.773854,35.834312,-91.4961,-91.422992
CHEROKEE VILLAGE,AR,36.260925,36.335392,-91.635154,-91.510152
CHERRY VALLEY,AR,35.314312,35.452406,-90.9209,-90.585625
CHESTER,AR,35.612026,35.745955,-94.355314,-94.15818
CHIDESTER,AR,33.59511,33.797878,-93.099362,-92.881386
CLARENDON,AR,34.6637,34.7074,-91.315373,-91.158152
CLARKRIDGE,AR,36.417594,36.497222,-92.397797,-92.266316
CLARKSVILLE,AR,35.411461,35.6818,-93.7026,-93.3849
CLEVELAND,AR,35.360067,35.479805,-92.742771,-92.617485
CLINTON,AR,35.409554,35.765134,-92.752133,-92.363411
COAL HILL,AR,35.409515,35.441971,-93.6939,-93.654896
COLT,AR,35.054853,35.188381,-91.017548,-90.730576
COLUMBUS,AR,33.773,33.791298,-93.828854,-93.806731
COMBS,AR,35.792323,35.915426,-93.837487,-93.777118
COMPTON,AR,36.0908,36.0908,-93.3101,-93.3101
CONCORD,AR,35.53907,35.690008,-91.915513,-91.774029
CONWAY,AR,34.959527,35.156312,-92.540733,-92.232507
CORD,AR,35.810787,35.886169,-91.419682,-91.250224
CORNING,AR,36.278396,36.498447,-90.732399,-90.332451
COTTER,AR,36.263737,36.335579,-92.57299,-92.508917
COTTON PLANT,AR,34.9994,35.025,-91.262293,-91.2088
COVE,AR,34.332137,34.455246,-94.463886,-94.300795
COY,AR,34.5386,34.5386,-91.8738,-91.8738
CRAWFORDSVILLE,AR,35.150424,35.317673,-90.435535,-90.217516
CROCKETTS BLUFF,AR,34.430357,34.4736,-91.317287,-91.220375
CROSSETT,AR,33.009299,33.24633,-92.087473,-91.837894
DAMASCUS,AR,35.261153,35.420692,-92.482132,-92.272064
DANVILLE,AR,35.0188,35.102526,-93.4845,-93.362205
DARDANELLE,AR,35.082629,35.27713,-93.430856,-93.10119
DE QUEEN,AR,33.953112,34.137544,-94.47121,-94.2134
DE VALLS BLUFF,AR,34.6698,34.788896,-91.53685,-91.389709
DE WITT,AR,34.1577,34.431437,-91.494,-91.154895
DECATUR,AR,36.3028,36.375186,-94.560644,-94.345233
DELAPLAINE,AR,36.163964,36.266801,-90.8104,-90.572654
DELAWARE,AR,35.232038,35.316779,-93.418371,-93.279408
DELIGHT,AR,33.963584,34.0972,-93.627121,-93.420801
DENNARD,AR,35.682476,35.770415,-92.619605,-92.5001
DERMOTT,AR,33.389671,33.64071,-91.635142,-91.292252
DES ARC,AR,34.90167,35.0347,-91.6751,-91.4005
DESHA,AR,35.707183,35.752974,-91.69022,-91.67423
DIERKS,AR,34.018785,34.267878,-94.1009,-93.893318
DODDRIDGE,AR,33.0961,33.2143,-94.0229,-93.8905
DOLPH,AR,36.2347,36.2347,-92.1137,-92.1137
DONALDSON,AR,34.157476,34.33324,-93.064889,-92.883046
DOVER,AR,35.339146,35.726219,-93.240033,-92.983136
DRASCO,AR,35.510076,35.721223,-92.063189,-91.8552
DUMAS,AR,33.841267,33.977867,-91.65996,-91.380653
DYER,AR,35.4922,35.4922,-94.1375,-94.1375
DYESS,AR,35.55814,35.634746,-90.271135,-90.161118
EARLE,AR,35.144464,35.397404,-90.563164,-90.340358
EDGEMONT,AR,35.59677,35.715969,-92.226098,-92.1052
EDMONDSON,AR,35.0355,35.0355,-90.3734,-90.3734
EL DORADO,AR,33.053572,33.35017,-92.94609,-92.347789
EL PASO,AR,35.0746,35.179774,-92.11684,-91.985166
ELAINE,AR,34.248645,34.3566,-90.985867,-90.803281
ELIZABETH,AR,36.270801,36.370215,-92.251413,-92.062536
ELKINS,AR,35.81222,36.108542,-94.041138,-93.888854
ELM SPRINGS,AR,36.2061,36.2061,-94.2341,-94.2341
EMERSON,AR,33.018234,33.160969,-93.37352,-92.994736
EMMET,AR,33.56781,33.795095,-93.527693,-93.350335
ENGLAND,AR,34.4451,34.6585,-92.118137,-91.754834
ENOLA,AR,35.181862,35.302441,-92.273895,-92.162376
ETHEL,AR,34.249576,34.310371,-91.163831,-91.124222
ETOWAH,AR,35.729373,35.7497,-90.233124,-90.1334
EUDORA,AR,33.007099,33.228785,-91.449948,-91.1913
EUREKA SPRINGS,AR,36.285398,36.499021,-93.887,-93.634791
EVANSVILLE,AR,35.758792,35.840341,-94.499919,-94.431426
EVENING SHADE,AR,36.020933,36.155032,-91.680152,-91.4604
EVERTON,AR,36.11412,36.21687,-93.020081,-92.7987
FAIRFIELD BAY,AR,35.570843,35.635994,-92.302658,-92.231924
FARMINGTON,AR,36.000942,36.070396,-94.317032,-94.221748
FAYETTEVILLE,AR,35.832642,36.16552,-94.444213,-93.923982
FIFTY SIX,AR,35.932682,36.0536,-92.288888,-92.1899
FISHER,AR,35.460523,35.5691,-91.029008,-90.894211
FLIPPIN,AR,36.145249,36.348582,-92.652702,-92.457271
FLORAL,AR,35.508369,35.664212,-91.824985,-91.642109
FORDYCE,AR,33.719688,33.916434,-92.583305,-92.349861
FOREMAN,AR,33.577331,33.854682,-94.482383,-94.303137
FORREST CITY,AR,34.905159,35.146793,-90.879563,-90.667084
FORT SMITH,AR,35.222957,35.436439,-94.43659,-94.2266
FOUKE,AR,33.1951,33.345617,-93.949329,-93.8502
FOUNTAIN HILL,AR,33.348641,33.442192,-91.9887,-91.785146
FOX,AR,35.716606,35.854476,-92.367317,-92.264467
FRANKLIN,AR,36.1205,36.17609,-91.8116,-91.775192
FRENCHMANS BAYOU,AR,35.437637,35.465698,-90.206338,-90.129883
FULTON,AR,33.570346,33.774752,-93.889807,-93.69772
GAMALIEL,AR,36.390533,36.495733,-92.27648,-92.189407
GARFIELD,AR,36.341797,36.498678,-94.077515,-93.86679
GARLAND CITY,AR,33.357973,33.365921,-93.717662,-93.7085
GARNER,AR,35.1394,35.1394,-91.7864,-91.7864
GASSVILLE,AR,36.2568,36.380094,-92.529719,-92.439499
GATEWAY,AR,36.4843,36.4843,-93.9369,-93.9369
GENTRY,AR,36.199734,36.333476,-94.586707,-94.296768
GEPP,AR,36.376944,36.498181,-92.1558,-92.0613
GILBERT,AR,35.9931,35.9931,-92.7156,-92.7156
GILLETT,AR,33.985295,34.223438,-91.392448,-91.302597
GILLHAM,AR,34.118542,34.211,-94.453082,-94.248121
GLENCOE,AR,36.2704,36.349996,-91.77092,-91.6581
GLENWOOD,AR,34.265076,34.407271,-93.826584,-93.405484
GOODWIN,AR,34.9346,34.9346,-91.0191,-91.0191
GOSHEN,AR,36.1089,36.1089,-93.9861,-93.9861
GOULD,AR,33.976498,34.014429,-91.586263,-91.5536
GRADY,AR,34.072081,34.1702,-91.805874,-91.6832
GRANNIS,AR,34.192044,34.288235,-94.454909,-94.256669
GRAPEVINE,AR,34.060978,34.247617,-92.366336,-92.24072
GRAVELLY,AR,34.8888,34.8888,-93.6696,-93.6696
GRAVETTE,AR,36.335926,36.480764,-94.614541,-94.325987
GREEN FOREST,AR,36.070585,36.490105,-93.516857,-93.2972
GREENBRIER,AR,35.148574,35.354307,-92.520631,-92.220324
GREENWAY,AR,36.30254,36.374458,-90.244968,-90.122437
GREENWOOD,AR,35.108895,35.263938,-94.359579,-94.035053
GRIFFITHVILLE,AR,35.033227,35.151604,-91.694531,-91.542084
GUION,AR,35.9271,35.927103,-91.9414,-91.941394
GURDON,AR,33.7885,34.031878,-93.303133,-92.968529
GUY,AR,35.323467,35.3256,-92.337296,-92.332237
HACKETT,AR,35.066713,35.222399,-94.441032,-94.332099
HAGARVILLE,AR,35.516151,35.575123,-93.333245,-93.290688
HAMBURG,AR,33.00996,33.425362,-91.984827,-91.594016
HAMPTON,AR,33.38076,33.659431,-92.704,-92.3424
HARDY,AR,36.144717,36.420312,-91.565367,-91.269323
HARRIET,AR,35.973,35.9903,-92.4924,-92.4185
HARRISBURG,AR,35.450254,35.704556,-90.84101,-90.619127
HARRISON,AR,36.107281,36.400045,-93.299588,-92.861144
HARTFORD,AR,34.937549,35.074363,-94.444177,-94.29186
HARTMAN,AR,35.424011,35.524818,-93.660323,-93.582446
HARVEY,AR,34.859,34.8925,-93.7614,-93.7185
HATFIELD,AR,34.446149,34.561277,-94.458393,-94.284853
HATTIEVILLE,AR,35.269924,35.399155,-92.880249,-92.672654
HAVANA,AR,35.1052,35.1555,-93.7081,-93.5179
HAZEN,AR,34.772662,34.920018,-91.657276,-91.553537
HEBER SPRINGS,AR,35.358694,35.6265,-92.125473,-91.864135
HECTOR,AR,35.346765,35.716933,-93.047208,-92.830172
HELENA,AR,34.372628,34.574364,-90.820453,-90.584191
HENDERSON,AR,36.3598,36.462056,-92.238845,-92.153516
HENSLEY,AR,34.472957,34.581208,-92.386612,-92.205338
HERMITAGE,AR,33.235758,33.528579,-92.268289,-91.961223
HETH,AR,35.008326,35.147788,-90.578162,-90.401194
HICKORY RIDGE,AR,35.290977,35.494171,-91.112986,-90.912346
HIGDEN,AR,35.519694,35.619383,-92.304718,-92.044527
HIGGINSON,AR,35.138346,35.194279,-91.719846,-91.689591
HINDSVILLE,AR,36.041041,36.27356,-93.967818,-93.806698
HIWASSE,AR,36.399235,36.444401,-94.359109,-94.291186
HOLLY GROVE,AR,34.434549,34.647203,-91.267206,-91.061351
HOPE,AR,33.479236,33.84393,-93.73109,-93.4801
HORATIO,AR,33.87662,33.986685,-94.396663,-94.239211
HORSESHOE BEND,AR,36.190205,36.260776,-91.791382,-91.692979
HOT SPRINGS NATIONAL,AR,34.3783,34.635478,-93.215325,-92.848866
HOT SPRINGS VILLAGE,AR,34.581476,34.701627,-93.093451,-92.844185
HOUSTON,AR,34.949342,35.074799,-92.779938,-92.617389
HOXIE,AR,35.97245,36.087133,-91.092899,-90.96376
HUGHES,AR,34.860337,35.011943,-90.589237,-90.2866
HUMNOKE,AR,34.483043,34.571891,-91.791519,-91.647503
HUMPHREY,AR,34.305012,34.479,-91.723579,-91.57191
HUNTINGTON,AR,35.065909,35.176736,-94.357533,-94.140902
HUNTSVILLE,AR,35.90006,36.303513,-93.880208,-93.478157
HUTTIG,AR,33.012021,33.087557,-92.335314,-92.144727
IDA,AR,35.571097,35.595382,-91.95249,-91.927603
IMBODEN,AR,36.134582,36.326743,-91.2531,-91.086045
JACKSONPORT,AR,35.6416,35.6416,-91.3094,-91.3094
JACKSONVILLE,AR,34.820351,35.011103,-92.263677,-92.022555
JASPER,AR,36.00695,36.008385,-93.190842,-93.186842
JEFFERSON,AR,34.346808,34.422883,-92.2087,-92.148758
JERSEY,AR,33.304171,33.435727,-92.352718,-92.266924
JERUSALEM,AR,35.350759,35.658958,-92.851204,-92.742996
JESSIEVILLE,AR,34.639273,34.771235,-93.393158,-92.969728
JOINER,AR,35.488819,35.55378,-90.231689,-90.059029
JONESBORO,AR,35.704934,35.980508,-90.908858,-90.502296
JUDSONIA,AR,35.255934,35.532589,-91.74152,-91.585326
JUNCTION CITY,AR,33.01426,33.167726,-92.965354,-92.574805
KEISER,AR,35.67469,35.674967,-90.098338,-90.098292
KENSETT,AR,35.209004,35.268232,-91.694245,-91.639555
KINGSLAND,AR,33.794423,33.985677,-92.421972,-92.224175
KINGSTON,AR,35.929959,36.076244,-93.53672,-93.44907
KIRBY,AR,34.196,34.285472,-93.796919,-93.6037
KNOBEL,AR,36.272808,36.391701,-90.637768,-90.479202
KNOXVILLE,AR,35.338299,35.394691,-93.386688,-93.332477
LAFE,AR,36.158919,36.281967,-90.53543,-90.426964
LAKE CITY,AR,35.707599,35.943407,-90.700298,-90.348849
LAKE VILLAGE,AR,33.224558,33.508977,-91.472031,-91.12755
LAKEVIEW,AR,36.344627,36.401581,-92.586506,-92.502838
LAMAR,AR,35.385208,35.558249,-93.415901,-93.197
LANGLEY,AR,34.26177,34.310549,-93.842997,-93.810916
LAVACA,AR,35.303001,35.434664,-94.257072,-94.070133
LEACHVILLE,AR,35.879452,35.992802,-90.2895,-90.150574
LEAD HILL,AR,36.344173,36.4963,-93.077033,-92.885456
LEOLA,AR,34.082567,34.245736,-92.770409,-92.550172
LEPANTO,AR,35.569297,35.670188,-90.357956,-90.242691
LESLIE,AR,35.7294,35.886,-92.688525,-92.391876
LETONA,AR,35.3608,35.3608,-91.8262,-91.8262
LEWISVILLE,AR,33.318258,33.4807,-93.7019,-93.532852
LEXA,AR,34.406441,34.695309,-90.839479,-90.646422
LINCOLN,AR,35.834167,36.079945,-94.522266,-94.353981
LITTLE ROCK,AR,34.513031,34.8394,-92.648373,-92.161842
LITTLE ROCK AIR FORC,AR,34.89651,34.9023,-92.1415,-92.132512
LOCKESBURG,AR,33.7887,34.108337,-94.25638,-94.013991
LOCUST GROVE,AR,35.667144,35.745836,-91.833754,-91.712541
LONDON,AR,35.306497,35.429961,-93.302355,-93.223936
LONOKE,AR,34.64542,34.965279,-92.045738,-91.788198
LONSDALE,AR,34.524469,34.689033,-92.930956,-92.732391
LOUANN,AR,33.37345,33.454663,-92.912702,-92.643048
LOWELL,AR,36.209854,36.283528,-94.218854,-94.012146
LUXORA,AR,35.748161,35.828011,-89.98208,-89.840653
LYNN,AR,35.976849,36.019543,-91.278025,-91.240381
MABELVALE,AR,34.509003,34.666641,-92.431095,-92.346947
MADISON,AR,35.013,35.013,-90.7225,-90.7225
MAGAZINE,AR,35.112299,35.263041,-93.924147,-93.700955
MAGNESS,AR,35.7013,35.7013,-91.4807,-91.4807
MAGNOLIA,AR,33.094048,33.395516,-93.416495,-92.93483
MALVERN,AR,34.157972,34.541833,-93.288872,-92.671804
MAMMOTH SPRING,AR,36.3524,36.4992,-91.750658,-91.3584
MANILA,AR,35.758124,35.915749,-90.270479,-90.0618
MANSFIELD,AR,35.007803,35.122393,-94.335051,-94.162628
MARCELLA,AR,35.752918,35.788258,-91.882156,-91.852882
MARIANNA,AR,34.654982,34.905281,-91.001854,-90.615184
MARION,AR,35.119935,35.298597,-90.292032,-90.0829
MARKED TREE,AR,35.442002,35.6136,-90.523317,-90.340625
MARMADUKE,AR,36.11588,36.255812,-90.507974,-90.336043
MARSHALL,AR,35.8789,35.9966,-92.7692,-92.5474
MARVELL,AR,34.408953,34.643965,-91.045056,-90.865778
MAUMELLE,AR,34.812702,34.901619,-92.448185,-92.346779
MAYFLOWER,AR,34.91168,35.028466,-92.576774,-92.382623
MAYNARD,AR,36.342054,36.498367,-90.971672,-90.773438
MAYSVILLE,AR,36.337124,36.422394,-94.60321,-94.564813
MC CASKILL,AR,33.88809,33.960874,-93.69132,-93.554368
MC CRORY,AR,35.1937,35.452678,-91.238633,-91.027054
MC DOUGAL,AR,36.2999,36.2999,-90.4483,-90.4483
MC GEHEE,AR,33.574053,33.69199,-91.4488,-91.303566
MC NEIL,AR,33.320316,33.448566,-93.242844,-93.120279
MC RAE,AR,35.077385,35.207963,-91.900087,-91.771646
